"participant","lexicality","block","environment","order","trial","spelling","button","response","accuracy","previous.accuracy","rt","previous.rt","microsec.error","unix.seconds","unix.microseconds","trial.day","trial.session","order.in.block","order.in.subblock","rt.raw","coltheart.N","OLD20","nletters","nsyl","morphology","flection","synclass","celex.frequency","celex.frequency.lemma","celex.inflectional.entropy","lemma.size","nlemmas","bnc.frequency","bnc.frequency.million","subtlex.frequency","subtlex.frequency.million","subtlex.cd","subtlex.cd.pct","summed.monogram","summed.bigram","summed.trigram","lett.odd","part3"
1,"N",10,"M",4879,20994,"scraved",2,"N",1,1,722,813,10,1257337028,421625,179,179,379,79,722,1,1.9,7,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,697802,45317,9120,19,"1"
1,"N",11,"GC3",5307,3036,"buhf",2,"N",1,1,583,652,143,1257349288,874875,607,107,307,7,583,3,1.85,4,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,434615,7947,749,2,"1"
1,"N",12,"GC3",5734,16450,"oze",2,"N",1,1,613,566,248,1257350237,765875,1034,534,234,34,613,4,1.65,3,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,501740,11517,371,15,"1"
1,"N",12,"GC3",5912,11318,"hannades",2,"N",1,1,619,889,156,1257350554,421875,1212,712,412,12,619,0,3,8,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,793762,66633,11121,8,"1"
1,"N",13,"GC3",6400,25760,"tesples",2,"N",1,0,588,540,163,1257416287,250375,200,200,400,100,588,1,2.2,7,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,788610,82010,11931,20,"1"
1,"N",13,"GC3",6342,14892,"moads",2,"N",1,1,541,524,10,1257416194,359375,142,142,342,42,541,8,1.5,5,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,588862,37646,2428,13,"1"
1,"N",14,"GC3",6983,21952,"pito",2,"N",1,1,569,637,155,1257432871,344375,783,283,483,83,569,3,1.7,4,NA,NA,NA,NA,0,0,NA,NA,NA,2,0.02,0,0,0,0,555790,20437,2008,16,"1"
1,"N",14,"GC3",6725,27636,"washace",2,"N",1,1,487,551,180,1257432443,109375,525,25,225,25,487,0,2.9,7,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,689790,29618,3113,23,"1"
1,"N",14,"GC3",6786,4850,"commise",2,"N",1,0,591,460,11,1257432537,813375,586,86,286,86,591,0,2.25,7,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,701351,39429,6787,3,"1"
1,"N",16,"M",7959,6366,"defraged",2,"N",1,1,585,520,11,1258647955,734000,259,259,459,59,585,1,2.35,8,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,748411,43308,10256,4,"1"
1,"N",16,"M",7737,17364,"persames",2,"N",1,1,700,607,10,1258647582,656000,37,37,237,37,700,0,2.85,8,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,826847,79724,14249,16,"1"
1,"N",16,"M",7823,26270,"trefeld",2,"N",1,1,570,537,183,1258647729,218000,123,123,323,23,570,0,2.95,7,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,728679,33542,2479,20,"1"
1,"N",17,"M",8209,17374,"sankier",2,"N",1,1,588,555,181,1259166965,421750,9,509,209,9,588,3,1.8,7,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,757459,46702,6520,19,"1"
1,"N",17,"M",8605,11748,"heccep",2,"N",1,1,496,510,11,1259167648,187750,405,905,105,5,496,0,2.8,6,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,638404,17182,980,8,"1"
1,"N",17,"M",8530,13974,"lifetan",2,"N",1,1,505,486,11,1259167517,562750,330,830,30,30,505,0,2.85,7,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,734019,33533,2715,12,"1"
1,"N",18,"M",8783,6544,"destramed",2,"N",1,1,652,523,164,1259226305,375500,83,83,283,83,652,0,2.95,9,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,851917,69892,14609,4,"1"
1,"N",18,"M",9003,19646,"renosed",2,"N",1,1,478,475,197,1259226686,953500,303,303,3,3,478,1,1.95,7,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,797713,50221,10942,18,"1"
1,"N",18,"M",8962,1272,"lidg",2,"N",1,1,513,678,10,1259226610,640500,262,262,462,62,513,3,1.8,4,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,519593,18555,970,12,"1"
1,"N",18,"M",9074,12072,"housefloe",2,"N",1,1,591,492,167,1259226802,453500,374,374,74,74,591,0,3.35,9,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,808518,35266,3609,8,"1"
1,"N",18,"M",9182,12976,"voggler",2,"N",1,1,583,651,188,1259226993,515500,482,482,182,82,583,0,2.05,7,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,652464,32259,5290,22,"1"
1,"N",19,"GC4",9526,20962,"whow",2,"N",1,1,806,501,243,1259247336,140375,826,326,26,26,806,6,1.55,4,NA,NA,NA,NA,0,0,NA,NA,NA,1,0.01,1,0.0196,1,1e-04,449330,8979,780,23,"1"
1,"N",19,"GC4",9454,22352,"slike",2,"N",1,1,505,470,161,1259247210,890375,754,254,454,54,505,6,1.65,5,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,627307,29124,1115,19,"1"
1,"N",19,"GC4",9298,12248,"hirl",2,"N",1,1,573,524,10,1259246945,734375,598,98,298,98,573,4,1.75,4,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,537702,10775,657,8,"1"
1,"N",2,"M",1122,6582,"beril",2,"N",1,1,771,664,11,1255528032,827875,422,422,122,22,771,2,1.9,5,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,621440,34869,2888,2,"1"
1,"N",2,"M",1002,9146,"brited",2,"N",1,1,620,689,192,1255527813,905875,302,302,2,2,620,2,1.9,6,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,667534,47439,10792,2,"1"
1,"N",21,"GC2",10388,28380,"werm",2,"N",1,1,770,779,10,1259313834,891250,188,188,388,88,770,7,1.65,4,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,530043,21024,1195,23,"1"
1,"N",22,"GC4",10983,5658,"crills",2,"N",1,1,470,500,158,1259341054,343375,783,283,483,83,470,6,1.65,6,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,657610,53252,3653,3,"1"
1,"N",22,"GC4",11023,21722,"chirties",2,"N",1,1,543,543,219,1259341130,359375,823,323,23,23,543,1,2.25,8,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,803319,75461,13311,3,"1"
1,"N",22,"GC4",11094,9160,"flysleil",2,"N",1,1,506,471,164,1259341243,171375,894,394,94,94,506,0,3.8,8,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,724242,24731,1266,6,"1"
1,"N",22,"GC4",11147,6306,"detreres",2,"N",1,1,549,549,177,1259341334,468375,947,447,147,47,549,0,2.85,8,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,885730,93973,13586,4,"1"
1,"N",22,"GC4",11080,27346,"jeting",2,"N",1,1,583,518,10,1259341220,952375,880,380,80,80,583,0,1.9,6,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,648214,53808,20745,10,"1"
1,"N",23,"GC4",11364,4470,"clurler",2,"N",1,1,545,545,10,1259832125,999875,164,164,364,64,545,0,2.4,7,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,695851,42758,5730,3,"1"
1,"N",23,"GC4",11550,28188,"wimp",1,"W",0,1,NA,667,202,1259832444,46875,350,350,50,50,549,3,1.8,4,NA,NA,NA,NA,0,0,NA,NA,NA,82,0.82,143,2.8039,122,0.0145,476277,9931,1061,23,"1"
1,"N",25,"M",12405,2600,"briy",2,"N",1,1,520,586,170,1259946063,437375,705,205,405,5,520,3,1.8,4,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,505854,21096,1229,2,"1"
1,"N",25,"M",12479,13492,"larse",2,"N",1,1,587,473,170,1259946180,812375,779,279,479,79,587,3,1.8,5,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,667861,32886,2638,12,"1"
1,"N",25,"M",12525,23364,"thrats",2,"N",1,1,504,586,11,1259946287,922375,825,325,25,25,504,0,1.9,6,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,669050,54692,5602,20,"1"
1,"N",25,"M",12576,20478,"rittle",2,"N",1,1,467,513,213,1259946370,234375,876,376,76,76,467,3,1.8,6,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,11,0.2157,1,1e-04,715841,35562,3428,18,"1"
1,"N",26,"M",13111,6736,"desky",2,"N",1,1,681,620,11,1260353522,624500,411,411,111,11,681,3,1.8,5,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,565733,34012,2632,4,"1"
1,"N",27,"M",13229,12312,"irtfacts",2,"N",1,1,682,571,10,1264005868,31500,29,29,229,29,682,0,2.95,8,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,759280,44267,4167,9,"1"
1,"N",27,"M",13628,8758,"filemess",2,"N",1,0,718,625,173,1264006558,453500,428,428,128,28,718,0,2.9,8,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,807009,68500,6725,6,"1"
1,"N",27,"M",13384,27490,"wawns",2,"N",1,1,602,571,171,1264006135,531500,184,184,384,84,602,7,1.65,5,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,559918,37811,3547,23,"1"
1,"N",27,"M",13681,22042,"moxpence",2,"N",1,1,520,553,179,1264006645,734500,481,481,181,81,520,0,3.5,8,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,719513,32901,4335,13,"1"
1,"N",27,"M",13316,27436,"waice",2,"N",1,1,593,562,167,1264006021,515500,116,116,316,16,593,1,1.95,5,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,609181,23255,2309,23,"1"
1,"N",27,"M",13360,7916,"entei",2,"N",1,1,540,573,11,1264006095,890500,160,160,360,60,540,1,1.95,5,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,709315,27873,4387,5,"1"
1,"N",29,"M",14439,14178,"leotered",2,"N",1,1,649,653,167,1264671374,468875,239,239,439,39,649,1,2.1,8,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,855611,66275,12600,12,"1"
1,"N",29,"M",14255,628,"arayed",2,"N",1,1,572,606,11,1264671042,327875,55,55,255,55,572,3,1.75,6,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,661355,38654,7717,1,"1"
1,"N",3,"GC4",1632,9882,"walloes",2,"N",1,1,895,593,68,1256202936,734750,432,432,132,32,895,2,1.9,7,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,714944,61081,11134,23,"1"
1,"N",3,"GC4",1550,15868,"tertier",2,"N",1,1,727,752,11,1256202782,15750,350,350,50,50,727,2,1.9,7,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,818599,65874,10063,20,"1"
1,"N",30,"M",14935,19802,"resongs",2,"N",1,1,622,775,11,1264757182,968375,235,235,435,35,622,0,2.45,7,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,771949,81053,6444,18,"1"
1,"N",30,"M",14889,17730,"satches",2,"N",1,1,572,591,259,1264757094,812375,189,189,389,89,572,9,1.4,7,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,744960,71879,11496,19,"1"
1,"N",31,"M",15607,23572,"stawled",2,"N",1,1,665,620,10,1265017335,187250,407,407,107,7,665,3,1.8,7,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,707813,51079,10612,19,"1"
1,"N",31,"M",15413,19544,"rethan",2,"N",1,1,576,577,172,1265017002,156250,213,213,413,13,576,0,2.55,6,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,690008,38513,4922,18,"1"
1,"N",32,"GC1",15979,4364,"clothmate",2,"N",1,1,740,498,149,1265133101,375250,279,279,479,79,740,0,3.8,9,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,776443,50147,6370,3,"1"
1,"N",33,"GC4",16255,11254,"handship",2,"N",1,1,682,571,10,1265362131,796875,55,55,255,55,682,1,2.7,8,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,699555,28801,4579,8,"1"
1,"N",33,"GC4",16484,19218,"rugy",2,"N",1,1,652,491,162,1265362509,218875,284,284,484,84,652,2,1.8,4,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,478923,15010,634,18,"1"
1,"N",33,"GC4",16487,8744,"guc",2,"N",1,1,472,587,10,1265362513,858875,287,287,487,87,472,5,1.75,3,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,442528,5503,283,7,"1"
1,"N",34,"M",16801,4660,"cobhub",2,"N",1,1,629,666,11,1265737814,359125,101,101,301,1,629,0,2.9,6,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,520285,16683,3668,3,"1"
1,"N",34,"M",17038,14176,"lolts",2,"N",1,1,592,611,11,1265738214,812125,338,338,38,38,592,11,1.4,5,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,614784,40619,3841,12,"1"
1,"N",35,"GC1",17484,21782,"threeking",2,"N",1,1,630,667,171,1265793364,594375,284,284,484,84,630,0,2.65,9,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,817173,61898,20617,20,"1"
1,"N",36,"M",18028,1858,"blales",2,"N",1,1,542,575,180,1265880619,46875,328,328,28,28,542,4,1.75,6,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,667752,68287,10659,2,"1"
1,"N",36,"M",18127,9480,"whank",2,"N",1,1,564,531,11,1265880787,686875,427,427,127,27,564,4,1.7,5,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,510227,15583,1562,23,"1"
1,"N",36,"M",17988,6730,"dild",2,"N",1,1,501,482,176,1265880547,686875,288,288,488,88,501,5,1.65,4,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,525943,22384,2037,4,"1"
1,"N",37,"GC2",18611,4566,"clawn",2,"N",1,1,555,523,148,1266485208,922000,411,411,111,11,555,2,1.75,5,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,553577,23387,1857,3,"1"
1,"N",38,"GC4",19022,9284,"harded",2,"N",1,1,693,483,11,1266947413,796375,322,322,22,22,693,8,1.5,6,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,641352,39403,9995,8,"1"
1,"N",39,"GC4",19413,1064,"bassed",1,"W",0,1,NA,523,234,1266948078,828375,713,713,413,13,588,10,1.45,6,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,686937,39441,9776,2,"1"
1,"N",4,"GC3",1741,26144,"trarge",2,"N",1,1,699,755,11,1256287447,328125,41,41,241,41,699,0,2.15,6,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,695061,34122,3342,20,"1"
1,"N",4,"GC3",2165,14420,"lurned",2,"N",1,1,978,646,10,1256288220,500125,465,465,165,65,978,3,1.8,6,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,657242,33081,8143,12,"1"
1,"N",4,"GC3",2183,2494,"brape",2,"N",1,1,778,654,146,1256288251,313125,483,483,183,83,778,7,1.55,5,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,599529,27462,2126,2,"1"
1,"N",4,"GC3",2091,9656,"frircy",2,"N",1,1,622,675,146,1256288086,735125,391,391,91,91,622,0,2.7,6,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,590489,22547,1115,6,"1"
1,"N",40,"GC2",19969,27122,"veened",1,"W",0,1,NA,511,10,1267090565,109500,269,269,469,69,655,3,1.85,6,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,716341,40385,8645,22,"1"
1,"N",40,"GC2",19866,19332,"ranned",2,"N",1,1,577,496,11,1267090391,15500,166,166,366,66,577,10,1.5,6,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,703924,44200,9584,18,"1"
1,"N",41,"GC3",20478,28110,"wiced",2,"N",1,1,521,703,11,1267117774,109125,778,278,478,78,521,3,1.7,5,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,582081,31132,7969,23,"1"
1,"N",41,"GC3",20313,4914,"conceeled",2,"N",1,1,557,608,164,1267117509,375125,613,113,313,13,557,1,2.5,9,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,863407,62601,14958,3,"1"
1,"N",42,"M",21164,19808,"replont",2,"N",1,1,564,714,186,1267177182,953125,464,464,164,64,564,0,2.6,7,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,730344,44211,5343,18,"1"
1,"N",43,"GC3",21457,25344,"thut",2,"N",1,1,584,603,10,1267552602,890000,257,257,457,57,584,8,1.5,4,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,1,0.0196,1,1e-04,515351,19064,2303,20,"1"
1,"N",43,"GC3",21469,25104,"toardings",2,"N",1,1,537,569,11,1267552622,187000,269,269,469,69,537,1,2.8,9,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,825767,82836,15376,20,"1"
1,"N",44,"GC4",21781,23226,"spigs",2,"N",1,1,590,543,11,1267780900,187625,81,81,281,81,590,5,1.65,5,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,608575,44315,2031,19,"1"
1,"N",45,"M",22259,12000,"hoat",2,"N",1,1,565,515,10,1268040269,172125,59,59,259,59,565,9,1.4,4,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,544064,23083,1594,8,"1"
1,"N",45,"M",22697,15538,"mith",2,"N",1,0,557,724,171,1268041013,984125,497,497,197,97,557,7,1.5,4,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,1,0.0196,1,1e-04,516406,17228,2548,13,"1"
1,"N",45,"M",22443,4476,"shinch",2,"N",1,1,547,614,177,1268040588,937125,243,243,443,43,547,0,2,6,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,616345,45032,3704,19,"1"
1,"N",45,"M",22577,18164,"piming",2,"N",1,1,582,517,72,1268040813,390125,377,377,77,77,582,8,1.5,6,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,612992,54143,19631,16,"1"
1,"N",45,"M",22406,5508,"crards",2,"N",1,1,586,637,172,1268040527,156125,206,206,406,6,586,1,1.9,6,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,657991,54065,3809,3,"1"
1,"N",45,"M",22557,1106,"benbers",2,"N",1,1,564,532,11,1268040781,15125,357,357,57,57,564,0,2,7,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,743759,63779,7871,2,"1"
1,"N",46,"M",22804,27198,"votch",2,"N",1,1,558,542,11,1268156582,687250,104,104,304,4,558,3,1.85,5,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,524367,10361,1227,22,"1"
1,"N",47,"M",23455,14272,"dyr",2,"N",1,1,511,526,172,1268157708,281250,755,755,455,55,511,1,1.9,3,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,457217,11348,47,4,"1"
1,"N",47,"M",23396,24576,"driggered",2,"N",1,1,557,475,11,1268157607,156250,696,696,396,96,557,1,2.8,9,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,821353,62421,10705,4,"1"
1,"N",47,"M",23439,7920,"enbayed",2,"N",1,1,539,589,10,1268157682,687250,739,739,439,39,539,0,2.7,7,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,706590,34109,7634,5,"1"
1,"N",47,"M",23243,17186,"beq",2,"N",1,1,566,583,271,1268157348,500250,543,543,243,43,566,6,1.65,3,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,462650,7970,920,2,"1"
1,"N",48,"GC4",23985,19648,"redote",2,"N",1,1,559,575,149,1268301320,609250,285,285,485,85,559,2,1.9,6,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,728211,47239,5431,18,"1"
1,"N",48,"GC4",23858,25490,"threedens",2,"N",1,1,543,542,189,1268301113,156250,158,158,358,58,543,0,3.1,9,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,905610,75904,6054,20,"1"
1,"N",49,"GC4",24652,9184,"mogged",1,"W",0,1,NA,593,11,1268385738,92875,452,452,152,52,510,6,1.7,6,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,599759,29837,8267,13,"1"
1,"N",49,"GC4",24602,8774,"fint",2,"N",1,1,636,907,11,1268385656,171875,402,402,102,2,636,13,1.1,4,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,548236,39006,3535,6,"1"
1,"N",49,"GC4",24392,2242,"bune",2,"N",1,1,585,620,11,1268385289,717875,192,192,392,92,585,10,1.45,4,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,545794,24411,1597,2,"1"
1,"N",5,"GC3",2648,18740,"priciedge",2,"N",1,1,956,658,11,1256289169,828125,948,948,148,48,956,0,3.65,9,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,829576,50519,4889,16,"1"
1,"N",50,"GC4",24844,3998,"cheared",2,"N",1,1,521,503,87,1268645628,375375,144,644,344,44,521,4,1.8,7,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,728274,56808,11829,3,"1"
1,"N",51,"GC4",25586,8438,"titted",2,"N",1,1,611,515,10,1268761786,953500,386,386,86,86,611,8,1.55,6,NA,NA,NA,NA,0,0,NA,NA,NA,2,0.02,0,0,0,0,706521,50113,10447,20,"1"
1,"N",51,"GC4",25675,19308,"rampoll",2,"N",1,1,521,503,11,1268761935,218500,475,475,175,75,521,0,3,7,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,649468,27992,2792,18,"1"
1,"N",51,"GC4",25315,25428,"smink",2,"N",1,1,543,627,158,1268761342,812500,115,115,315,15,543,3,1.75,5,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,575597,36513,1735,19,"1"
1,"N",52,"GC4",26055,2240,"doshing",1,"W",0,1,NA,597,10,1268904641,765375,355,355,55,55,594,5,1.7,7,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,676042,55116,19983,4,"1"
1,"N",53,"M",26358,6046,"dars",2,"N",1,1,676,565,185,1268930337,718875,658,158,358,58,676,19,1,4,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,571744,45070,4059,4,"1"
1,"N",54,"M",27046,9856,"garked",2,"N",1,1,480,477,11,1268931488,953875,1346,846,46,46,480,7,1.65,6,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,624691,33635,8422,7,"1"
1,"N",54,"M",26890,7176,"plubly",2,"N",1,1,503,535,274,1268931225,953875,1190,690,390,90,503,0,2.55,6,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,518286,25298,4772,16,"1"
1,"N",54,"M",26971,8832,"flar",2,"N",1,1,543,476,166,1268931361,781875,1271,771,471,71,543,9,1.4,4,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,526196,22816,1767,6,"1"
1,"N",55,"M",27697,23564,"tragnact",2,"N",1,1,485,517,182,1268990076,937750,497,497,197,97,485,0,3.35,8,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,752713,32263,3629,20,"1"
1,"N",55,"M",27409,21614,"chaning",2,"N",1,1,487,468,11,1268989612,109750,209,209,409,9,487,4,1.55,7,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,669175,65502,21524,3,"1"
1,"N",55,"M",27218,7882,"enfelle",2,"N",1,1,473,803,11,1268989292,687750,18,18,218,18,473,0,2.95,7,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,770926,36983,3963,5,"1"
1,"N",55,"M",27423,19386,"rangnit",2,"N",1,1,492,573,200,1268989634,125750,223,223,423,23,492,0,2.95,7,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,729684,47105,2941,18,"1"
1,"N",55,"M",27266,2276,"beapish",2,"N",1,1,600,503,11,1268989369,515750,66,66,266,66,600,1,2.8,7,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,695627,26905,2787,2,"1"
1,"N",55,"M",27519,11784,"heke",2,"N",1,1,472,602,181,1268989790,703750,319,319,19,19,472,4,1.8,4,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,560961,18154,857,8,"1"
1,"N",56,"GC4",28175,22518,"thukers",2,"N",1,1,496,610,159,1269250037,156750,475,475,175,75,496,0,2.25,7,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,679856,56916,7520,20,"1"
1,"N",56,"GC4",27743,12750,"junglins",2,"N",1,1,634,639,86,1269249321,718750,43,43,243,43,634,0,2.65,8,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,698428,75938,6148,10,"1"
1,"N",57,"GC4",28207,25018,"larat",2,"N",1,1,770,529,10,1269277679,687750,507,7,207,7,770,1,1.9,5,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,625753,37677,3335,12,"1"
1,"N",57,"GC4",28519,25164,"tuds",2,"N",1,1,538,521,11,1269278212,593750,819,319,19,19,538,11,1.3,4,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,540842,35077,1601,20,"1"
1,"N",57,"GC4",28372,27234,"veed",2,"N",1,1,537,504,165,1269277971,62750,672,172,372,72,537,14,1.25,4,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,572586,26811,7279,22,"1"
1,"N",58,"GC4",28838,24780,"swerseman",2,"N",1,1,516,532,11,1269279645,890750,1138,138,338,38,516,0,3.8,9,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,868097,56209,6306,19,"1"
1,"N",58,"GC4",28741,12842,"jijod",2,"N",1,1,702,526,164,1269279480,843750,1041,41,241,41,702,0,2.85,5,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,510533,10815,202,10,"1"
1,"N",6,"GC3",3063,20054,"rirks",2,"N",1,1,561,745,152,1256661355,859500,363,363,63,63,561,5,1.7,5,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,610735,42221,1351,18,"1"
1,"N",6,"GC3",2915,28,"agler",2,"N",1,1,606,892,224,1256661100,421500,215,215,415,15,606,1,1.9,5,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,624836,34608,5061,1,"1"
1,"N",7,"M",3667,7252,"swoomers",2,"N",1,1,802,563,173,1257175848,937625,467,467,167,67,802,1,2.4,8,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,772409,66853,8161,19,"1"
