"participant","lexicality","block","environment","order","trial","spelling","button","response","accuracy","previous.accuracy","rt","previous.rt","microsec.error","unix.seconds","unix.microseconds","trial.day","trial.session","order.in.block","order.in.subblock","rt.raw","coltheart.N","OLD20","nletters","nsyl","morphology","flection","synclass","celex.frequency","celex.frequency.lemma","celex.inflectional.entropy","lemma.size","nlemmas","bnc.frequency","bnc.frequency.million","subtlex.frequency","subtlex.frequency.million","subtlex.cd","subtlex.cd.pct","summed.monogram","summed.bigram","summed.trigram","lett.odd","part3"
27,"W",13,"GC3",6282,5569,"cravats",1,"N",0,0,NA,662,150,1256901984,140125,582,582,282,82,481,0,2.6,7,2,"monomorphemic","plural","Noun",7,18,-20.1843413509,2,1,15,0.15,4,0.0784,4,5e-04,692369,58386,4994,3,"0"
27,"W",13,"GC3",6562,9061,"flooring",2,"W",1,1,844,624,10,1256902503,265125,862,862,62,62,844,2,1.9,8,2,"conversion","present participle.singular","Noun.Verb",7,22,-19.7727638785,12,2,209,2.09,22,0.4314,18,0.0021,720222,63836,21245,6,"0"
27,"W",13,"GC3",6534,4285,"circuits",2,"W",1,0,652,772,11,1256902454,109125,834,834,34,34,652,0,2.65,8,2,"monomorphemic","plural","Noun",92,328,-600.253359541,2,1,622,6.22,133,2.6078,95,0.0113,755925,50914,4059,3,"0"
27,"W",14,"GC3",6761,3585,"carts",2,"W",1,1,468,581,210,1256902949,453125,1061,1061,261,61,468,13,1,5,1,"conversion.monomorphemic","plural.singular present 3p","Noun.Verb",48,242,-268.105882072,13,2,280,2.8,95,1.8627,68,0.0081,626133,52569,6192,3,"0"
27,"W",15,"GC2",7652,21475,"shared",2,"W",1,1,475,588,11,1256912292,702625,1952,452,152,52,475,13,1.1,6,1,"conversion","past participle.plural past.singular 2p past.singular past 1p.singular past 3p","Verb",850,2137,-6298.03406233,55,1,5125,51.25,525,10.2941,467,0.0557,678027,52584,10124,19,"0"
27,"W",16,"GC2",7753,25053,"tastier",2,"W",1,1,588,640,11,1256912506,249625,2053,553,253,53,588,5,1.7,7,2,"complex","comparative","Adjective",4,56,-8.69563517714,3,1,13,0.13,5,0.098,5,6e-04,802154,55744,8421,20,"0"
27,"W",16,"GC2",7786,14237,"loom",2,"W",1,1,554,689,161,1256912564,390625,2086,586,286,86,554,10,1.3,4,1,"monomorphemic","infinitive.plural present.singular.singular 2p present.singular present 1p","Noun.Verb",52,207,-197.037486267,46,2,273,2.73,20,0.3922,14,0.0017,524491,13178,1608,12,"0"
27,"W",16,"GC2",7701,5125,"convoked",1,"N",0,NA,NA,NA,157,1256912410,499625,2001,501,201,1,958,2,2.25,8,2,"may_include_root","past participle.plural past.singular 2p past.singular past 1p.singular past 3p","Verb",0,1,2.32192809489,55,1,10,0.1,0,0,0,0,687480,46835,12983,3,"0"
27,"W",17,"GC2",8492,16137,"ninnies",1,"N",0,1,NA,531,11,1256914016,77625,2792,1292,492,92,707,2,2.1,7,2,"obscure","plural","Noun",2,5,-2.85224898312,2,1,3,0.03,9,0.1765,9,0.0011,812471,74674,11773,14,"0"
27,"W",17,"GC2",8378,7817,"embroil",1,"N",0,1,NA,548,10,1256913811,218625,2678,1178,378,78,660,0,2.8,7,2,"complex","infinitive.plural present.singular 2p present.singular present 1p","Verb",4,28,-0.76466250649,44,1,12,0.12,1,0.0196,1,1e-04,693972,19610,1391,5,"0"
27,"W",18,"GC4",9000,3521,"carefree",2,"W",1,1,597,849,229,1257160553,828250,300,300,0,100,597,0,3,8,2,"complex","positive","Adjective",29,29,-141.09149902,1,1,186,1.86,66,1.2941,56,0.0067,834531,52186,4058,3,"0"
27,"W",18,"GC4",9078,12957,"judah",1,"N",0,0,NA,1062,139,1257160697,906250,378,378,78,78,833,1,2.65,5,2,"irrelevant","singular","Noun",67,67,-406.538401386,1,1,48,0.48,0,0,0,0,496677,4923,319,10,"0"
27,"W",18,"GC4",8871,24245,"stumbles",2,"W",1,1,438,617,162,1257160330,937250,171,171,371,71,438,2,1.75,8,2,"conversion.monomorphemic","plural.singular present 3p","Noun.Verb",13,368,-43.4543105485,13,2,44,0.44,21,0.4118,21,0.0025,739501,75381,13199,19,"0"
27,"W",19,"GC4",9271,12385,"impelled",1,"N",0,1,NA,496,158,1257161059,125250,571,571,271,71,2723,1,2.3,8,2,"may_include_root","past participle.plural past.singular 2p past.singular past 1p.singular past 3p","Verb",45,56,-143.10804725,55,1,124,1.24,6,0.1176,6,7e-04,753116,45015,10582,9,"0"
27,"W",19,"GC4",9679,11541,"healthier",2,"W",1,1,892,2024,238,1257161799,781250,979,979,179,79,892,1,2.55,9,2,"complex","comparative","Adjective",58,727,-339.886641562,3,1,387,3.87,61,1.1961,59,0.007,844579,49645,7312,8,"0"
27,"W",19,"GC4",9381,7311,"drily",1,"N",0,1,NA,956,11,1257161256,687250,681,681,381,81,571,3,1.85,5,2,"complex","positive","Adverb",58,58,-339.886641562,1,1,411,4.11,0,0,0,0,561888,27830,4646,4,"0"
27,"W",19,"GC4",9446,10343,"glimpse",2,"W",1,1,585,688,157,1257161373,781250,746,746,446,46,585,0,2.65,7,1,"conversion.monomorphemic","infinitive.plural present.singular.singular 2p present.singular present 1p","Noun.Verb",310,470,-2418.69055653,46,2,1057,10.57,171,3.3529,162,0.0193,687324,28100,1912,7,"0"
27,"W",19,"GC4",9600,18655,"proscribe",1,"N",0,0,NA,681,11,1257161643,78250,900,900,100,100,1075,1,2.95,9,2,"may_include_root","infinitive.plural present.singular 2p present.singular present 1p","Verb",4,14,-0.76466250649,44,1,10,0.1,2,0.0392,2,2e-04,813219,40473,4679,16,"0"
27,"W",2,"GC1",819,28251,"wizards",2,"W",1,1,555,571,150,1256293229,921500,619,619,319,19,555,1,2.55,7,2,"complex","plural","Noun",6,42,-16.087588972,2,1,89,0.89,43,0.8431,31,0.0037,648068,42952,3152,23,"0"
27,"W",2,"GC1",1198,19485,"rear",2,"W",1,1,530,563,154,1256293860,765500,998,998,198,98,530,16,1,4,1,"conversion.monomorphemic","infinitive.plural present.singular.singular 2p present.singular present 1p","Noun.Verb",455,694,-3660.73717821,46,2,2746,27.46,590,11.5686,437,0.0521,615289,31766,4883,18,"0"
27,"W",20,"GC4",10032,9173,"focussed",2,"W",1,1,589,958,158,1257162557,437250,1332,1332,32,32,589,1,2.7,8,2,"conversion","past participle.plural past.singular 2p past.singular past 1p.singular past 3p","Verb",215,403,-1166.80303672,55,1,219,2.19,3,0.0588,3,4e-04,739056,40279,9080,6,"0"
27,"W",20,"GC4",9986,28533,"yacht",2,"W",1,1,NA,487,172,1257162461,641250,1286,1286,486,86,2073,0,2.15,5,1,"conversion.monomorphemic","infinitive.plural present.singular.singular 2p present.singular present 1p","Noun.Verb",83,108,-528.923501288,46,2,1033,10.33,388,7.6078,176,0.021,533486,15416,647,25,"0"
27,"W",20,"GC4",9750,25557,"thrower",2,"W",1,1,809,503,11,1257162031,875250,1050,1050,250,50,809,0,2.3,7,2,"complex","singular","Noun",15,21,-58.937895627,2,1,78,0.78,23,0.451,16,0.0019,693125,38317,6515,20,"0"
27,"W",20,"GC4",10022,5145,"cooking",2,"W",1,0,582,718,11,1257162537,578250,1322,1322,22,22,582,9,1.4,7,2,"conversion.monomorphemic","positive.present participle.singular","Adjective.Noun.Verb",692,1630,-5696.52132608,13,3,2674,26.74,1228,24.0784,865,0.1031,650548,58298,22984,3,"0"
27,"W",20,"GC4",9874,23345,"spotted",2,"W",1,0,653,508,155,1257162251,562250,1174,1174,374,74,653,6,1.65,7,2,"conversion","past participle.plural past.positive.singular 2p past.singular past 1p.singular past 3p","Adjective.Verb",235,461,-1248.72845307,56,2,1644,16.44,500,9.8039,431,0.0514,732599,48255,11206,19,"0"
27,"W",20,"GC4",10089,13809,"letter",2,"W",1,0,580,548,11,1257162662,547250,1389,1389,89,89,580,6,1.65,6,2,"conversion.may_include_root","infinitive.plural present.singular.singular 2p present.singular present 1p","Noun.Verb",2166,3706,-24001.0361112,46,2,13601,136.01,4140,81.1765,1738,0.2072,738570,45883,9274,12,"0"
27,"W",21,"GC2",10688,13775,"lentil",2,"W",1,1,724,648,155,1257171588,344000,1988,488,188,88,724,0,2.4,6,2,"monomorphemic","singular","Noun",6,36,-16.087588972,2,1,32,0.32,9,0.1765,5,6e-04,701999,40258,4797,12,"0"
27,"W",21,"GC2",10238,14547,"mainly",2,"W",1,0,NA,1370,194,1257170732,938000,1538,38,238,38,1417,1,1.9,6,2,"complex","positive","Adverb",937,937,-9249.98727016,1,1,7075,70.75,200,3.9216,174,0.0207,609264,40986,5706,13,"0"
27,"W",21,"GC2",10223,4781,"college",2,"W",1,1,744,985,168,1257170705,31000,1523,23,223,23,744,1,2.3,7,2,"monomorphemic","singular","Noun",1380,1842,-14394.0331188,2,1,10239,102.39,3918,76.8235,1801,0.2147,722497,41105,6040,3,"0"
27,"W",21,"GC2",10446,27057,"valve",2,"W",1,1,515,548,162,1257171133,859000,1746,246,446,46,515,5,1.65,5,1,"monomorphemic","singular","Noun",87,151,-560.625694738,2,1,749,7.49,227,4.451,133,0.0159,560195,21537,1265,22,"0"
27,"W",22,"GC2",11023,19719,"remind",2,"W",1,1,526,659,153,1257172219,281000,2323,823,23,23,526,2,1.85,6,2,"complex","infinitive.plural present.singular 2p present.singular present 1p","Verb",360,1093,-2337.15430776,44,1,1745,17.45,1608,31.5294,1308,0.1559,673108,52349,5746,18,"0"
27,"W",22,"GC2",11000,11229,"hamper",2,"W",1,1,574,542,11,1257172170,297000,2300,800,0,100,574,5,1.7,6,2,"may_include_root","infinitive.plural present.singular.singular 2p present.singular present 1p","Noun.Verb",49,133,-187.7157571,46,2,190,1.9,71,1.3922,59,0.007,622470,33792,7244,8,"0"
27,"W",22,"GC2",11024,19011,"quake",2,"W",1,1,558,526,160,1257172220,875000,2324,824,24,24,558,0,1.9,5,1,"conversion.monomorphemic","infinitive.plural present.singular.singular 2p present.singular present 1p","Noun.Verb",7,39,-5.50924810895,46,2,98,0.98,47,0.9216,35,0.0042,542412,14147,1488,17,"0"
27,"W",23,"GC2",11300,6361,"defines",2,"W",1,1,755,665,10,1257172862,203000,2600,1100,300,100,755,3,1.75,7,2,"may_include_root","singular present 3p","Verb",67,990,-406.538401386,11,1,641,6.41,45,0.8824,44,0.0052,767382,81177,13932,4,"0"
27,"W",23,"GC2",11239,20835,"scatty",2,"W",1,1,704,644,149,1257172757,94000,2539,1039,239,39,704,1,1.9,6,2,"obscure","positive","Adjective",2,2,-2.85224898312,3,1,24,0.24,0,0,0,0,637372,36469,3257,19,"0"
27,"W",23,"GC2",11213,6417,"demesnes",1,"N",0,1,NA,583,11,1257172711,891000,2513,1013,213,13,692,0,2.7,8,2,"may_include_root","plural","Noun",0,6,0,2,1,20,0.2,0,0,0,0,863711,79629,12947,4,"0"
27,"W",24,"GC2",12167,17187,"payer",2,"W",1,1,770,513,150,1257250335,562750,467,467,167,67,770,7,1.5,5,2,"complex","singular","Noun",12,21,-43.4066478329,2,1,133,1.33,7,0.1373,7,8e-04,596066,32391,5686,16,"0"
27,"W",24,"GC2",11713,13511,"lashed",2,"W",1,1,490,421,150,1257249564,531750,13,13,213,13,490,9,1.35,6,1,"monomorphemic","past participle.plural past.singular 2p past.singular past 1p.singular past 3p","Verb",85,152,-347.741598687,55,1,277,2.77,15,0.2941,14,0.0017,662641,37735,9433,12,"0"
27,"W",25,"GC2",12423,12199,"humbugs",1,"N",0,1,NA,521,159,1257250809,890750,723,723,423,23,475,0,2.7,7,2,"conversion.monomorphemic","plural.singular present 3p","Noun.Verb",6,37,-15.6400977952,13,2,11,0.11,2,0.0392,2,2e-04,561204,36024,1549,8,"0"
27,"W",25,"GC2",12582,493,"antics",2,"W",1,1,542,642,149,1257251076,750750,882,882,82,82,542,1,2.15,6,2,"monomorphemic","singular","Noun",43,43,-233.485505838,1,1,246,2.46,49,0.9608,47,0.0056,691745,59264,4105,1,"0"
27,"W",25,"GC2",12323,6433,"denotes",2,"W",1,1,615,717,10,1257250635,375750,623,623,323,23,615,2,1.85,7,2,"complex","singular present 3p","Verb",19,58,-80.9952487141,11,1,234,2.34,8,0.1569,8,0.001,797138,74405,12107,4,"0"
27,"W",25,"GC2",12360,23667,"starlit",1,"N",0,1,NA,985,11,1257250694,578750,660,660,360,60,536,1,2.6,7,2,"complex","positive","Adjective",6,6,-16.087588972,1,1,21,0.21,6,0.1176,5,6e-04,754810,49526,4663,19,"0"
27,"W",26,"GC2",13166,20959,"scourging",1,"N",0,1,NA,597,150,1257252201,343750,1466,1466,166,66,484,0,2.45,9,2,"monomorphemic","present participle","Verb",7,13,-20.1843413509,11,1,14,0.14,0,0,0,0,765084,69321,20813,19,"0"
27,"W",27,"GC2",13277,27301,"vistas",2,"W",1,1,1062,1117,162,1257339502,265375,77,77,277,77,1062,0,1.9,6,2,"monomorphemic","plural","Noun",38,92,-199.592812413,2,1,101,1.01,11,0.2157,11,0.0013,680340,51514,4011,22,"0"
27,"W",27,"GC2",13285,22287,"sleighs",2,"W",1,1,559,577,11,1257339514,984375,85,85,285,85,559,0,2.4,7,1,"conversion.monomorphemic","plural.singular present 3p","Noun.Verb",3,13,-4.90544447738,13,2,2,0.02,2,0.0392,2,2e-04,730509,50593,2241,19,"0"
27,"W",29,"GC2",14408,16613,"ordain",2,"W",1,1,624,427,162,1257341590,312375,1208,1208,408,8,624,0,2.4,6,2,"monomorphemic","infinitive.plural present.singular 2p present.singular present 1p","Verb",8,80,-8.82411407545,44,1,51,0.51,7,0.1373,6,7e-04,678037,39700,2637,15,"0"
27,"W",29,"GC2",14275,6413,"dement",2,"W",1,1,754,1681,11,1257341349,984375,1075,1075,275,75,754,2,1.85,6,2,"may_include_root","infinitive.plural present.singular 2p present.singular present 1p","Verb",0,5,2,44,1,19,0.19,1,0.0196,1,1e-04,695262,37745,7502,4,"0"
27,"W",29,"GC2",14281,5895,"cunt",2,"W",1,0,961,846,159,1257341360,890375,1081,1081,281,81,961,8,1.45,4,1,"monomorphemic","singular","Noun",37,47,-192.924844563,2,1,223,2.23,313,6.1373,165,0.0197,528817,26726,2151,3,"0"
27,"W",29,"GC2",14542,6667,"digressed",2,"W",1,1,NA,482,11,1257341828,203375,1342,1342,42,42,2212,1,2.5,9,2,"may_include_root","past participle.plural past.singular 2p past.singular past 1p.singular past 3p","Verb",5,17,-0.756269380625,55,1,12,0.12,0,0,0,0,876922,66096,14353,4,"0"
27,"W",29,"GC2",14464,9029,"flitted",1,"N",0,1,NA,508,168,1257341682,750375,1264,1264,464,64,877,1,1.9,7,2,"monomorphemic","past participle.plural past.singular 2p past.singular past 1p.singular past 3p","Verb",20,56,-40.6899769181,55,1,93,0.93,4,0.0784,4,5e-04,705375,47135,11310,6,"0"
27,"W",29,"GC2",14625,10591,"gown",2,"W",1,1,744,635,11,1257341989,953375,1425,1425,125,25,744,5,1.6,4,1,"conversion.monomorphemic","infinitive.plural present.singular.singular 2p present.singular present 1p","Noun.Verb",165,223,-1215.32064464,46,2,840,8.4,324,6.3529,258,0.0308,502491,14050,2090,7,"0"
27,"W",3,"GC1",1310,6559,"deters",2,"W",1,1,830,560,150,1256294071,359500,1110,1110,310,10,830,3,1.8,6,2,"may_include_root","singular present 3p","Verb",6,184,-16.087588972,11,1,38,0.38,0,0,0,0,742944,70121,11561,4,"0"
27,"W",3,"GC1",1404,11945,"homey",1,"N",0,1,NA,827,11,1256294234,781500,1204,1204,404,4,688,5,1.65,5,2,"complex","positive","Adjective",8,8,-24.4947408548,3,1,13,0.13,156,3.0588,110,0.0131,549335,20366,1712,8,"0"
27,"W",30,"GC2",15138,7429,"ducats",1,"N",0,0,NA,623,145,1257768512,328250,438,438,138,38,523,0,2.15,6,2,"monomorphemic","plural","Noun",17,18,-69.7942301159,2,1,16,0.16,41,0.8039,15,0.0018,630058,50953,4635,4,"0"
27,"W",30,"GC2",15154,7485,"duke",2,"W",1,1,543,960,11,1257768540,734250,454,454,154,54,543,5,1.65,4,1,"monomorphemic","singular","Noun",684,727,-6441.826975,2,1,3342,33.42,206,4.0392,77,0.0092,514017,17007,482,4,"0"
27,"W",31,"GC2",15693,26459,"trousers",2,"W",1,1,571,523,10,1257769587,359250,993,993,193,93,571,1,2.4,8,2,"complex","singular","Noun",508,508,-4566.27231476,1,1,2274,22.74,249,4.8824,180,0.0215,828942,74584,11378,20,"0"
27,"W",31,"GC2",15205,24931,"tamped",2,"W",1,0,497,528,11,1257768691,672250,505,505,205,5,497,4,1.6,6,1,"monomorphemic","past participle.plural past.singular 2p past.singular past 1p.singular past 3p","Verb",5,12,-0.756269380625,55,1,8,0.08,0,0,0,0,634267,35182,8607,20,"0"
27,"W",31,"GC2",15624,15447,"moonstone",1,"N",0,1,NA,462,11,1257769471,609250,924,924,124,24,1586,0,2.95,9,2,"complex","singular","Noun",0,0,0,2,1,8,0.08,0,0,0,0,860623,59809,6049,13,"0"
27,"W",31,"GC2",15309,13353,"ladders",2,"W",1,1,673,1346,10,1257768889,516250,609,609,309,9,673,1,1.8,7,2,"conversion.may_include_root","plural.singular present 3p","Noun.Verb",49,292,-275.147944482,13,2,240,2.4,31,0.6078,25,0.003,730427,62295,8890,12,"0"
27,"W",31,"GC2",15547,22847,"solely",2,"W",1,1,715,555,10,1257769325,391250,847,847,47,47,715,1,1.95,6,2,"complex","positive","Adverb",254,254,-2029.16289629,1,1,1663,16.63,88,1.7255,84,0.01,659131,37703,5139,19,"0"
27,"W",32,"GC2",15975,23225,"spins",2,"W",1,1,451,564,11,1257770170,219250,1275,1275,475,75,451,8,1.4,5,1,"conversion.monomorphemic","plural.singular present 3p","Noun.Verb",26,497,-112.342108256,17,2,148,1.48,91,1.7843,83,0.0099,640025,65907,5394,19,"0"
27,"W",33,"GC2",16597,3065,"bungler",1,"N",0,1,NA,430,240,1258116695,780875,397,397,97,97,1858,2,1.75,7,2,"complex","singular","Noun",1,3,-0.877443751082,2,1,3,0.03,5,0.098,5,6e-04,666169,51849,6464,2,"0"
27,"W",35,"GC4",17516,13257,"knit",2,"W",1,1,507,689,153,1258126784,952625,1316,816,16,16,507,2,1.75,4,1,"monomorphemic","infinitive.past participle.plural past.plural present.singular 2p past.singular 2p present.singular past 1p.singular past 3p.singular present 1p","Verb",45,169,-105.114646187,144,1,1089,10.89,85,1.6667,74,0.0088,543171,15996,833,11,"0"
27,"W",35,"GC4",17689,3749,"cello",2,"W",1,1,543,643,235,1258127068,843625,1489,989,189,89,543,3,1.75,5,2,"monomorphemic","singular","Noun",33,36,-166.655821582,2,1,192,1.92,90,1.7647,37,0.0044,610192,25250,1654,3,"0"
27,"W",35,"GC4",17669,14515,"maid",2,"W",1,1,435,463,184,1258127038,406625,1469,969,169,69,435,7,1.45,4,1,"monomorphemic","singular","Noun",227,309,-1776.66716125,2,1,943,9.43,1082,21.2157,580,0.0691,532322,20265,1712,13,"0"
27,"W",36,"GC2",17859,21089,"scuffs",2,"W",1,1,457,452,152,1258386481,358875,159,159,359,59,457,3,1.7,6,1,"conversion.monomorphemic","plural.singular present 3p","Noun.Verb",0,37,1,13,2,5,0.05,6,0.1176,4,5e-04,580841,42848,1467,19,"0"
27,"W",37,"GC2",18699,19099,"quibbled",1,"N",0,1,NA,500,154,1258459756,655875,499,499,199,99,518,2,2.4,8,2,"conversion","past participle.plural past.singular 2p past.singular past 1p.singular past 3p","Verb",0,18,2.32192809489,55,1,3,0.03,1,0.0196,1,1e-04,641937,32714,9820,17,"0"
27,"W",37,"GC2",18271,3131,"burning",2,"W",1,1,521,603,10,1258459042,952875,71,71,271,71,521,5,1.75,7,2,"conversion.monomorphemic","positive.present participle","Adjective.Verb",684,1864,-5770.65607408,17,2,2845,28.45,1393,27.3137,1056,0.1259,659795,53711,20094,2,"0"
27,"W",38,"GC2",18814,2927,"bucket",2,"W",1,0,522,704,11,1258459973,218875,614,614,314,14,522,1,1.9,6,2,"conversion.monomorphemic","infinitive.plural present.singular.singular 2p present.singular present 1p","Noun.Verb",237,368,-1869.5398194,46,2,999,9.99,467,9.1569,374,0.0446,583683,23627,2537,2,"0"
27,"W",39,"M",19267,2225,"bombard",2,"W",1,1,591,476,178,1258719469,5e+05,67,67,267,67,591,0,2.55,7,2,"may_include_root","infinitive.plural present.singular 2p present.singular present 1p","Verb",8,48,-8.82411407545,44,1,48,0.48,11,0.2157,7,8e-04,606872,31212,2919,2,"0"
27,"W",39,"M",19671,14927,"meddled",2,"W",1,1,549,533,10,1258720179,140000,471,471,171,71,549,5,1.7,7,2,"monomorphemic","past participle.plural past.singular 2p past.singular past 1p.singular past 3p","Verb",5,56,-0.756269380625,55,1,11,0.11,15,0.2941,13,0.0015,686634,46038,9311,13,"0"
27,"W",39,"M",19233,12105,"hotly",1,"N",0,1,NA,470,178,1258719416,953000,33,33,233,33,473,1,1.9,5,2,"complex","positive","Adverb",43,43,-233.485505838,1,1,246,2.46,6,0.1176,6,7e-04,537523,20448,4689,8,"0"
27,"W",4,"GC1",1772,24579,"swallowed",2,"W",1,1,550,567,12,1256294867,109500,1572,1572,272,72,550,2,2.15,9,2,"monomorphemic","past participle.plural past.singular 2p past.singular past 1p.singular past 3p","Verb",300,594,-1772.18766434,55,1,1338,13.38,332,6.5098,295,0.0352,755471,50285,10449,19,"0"
27,"W",40,"M",19741,8045,"espouse",1,"N",0,1,NA,497,179,1258720333,359000,541,541,241,41,964,0,2.45,7,2,"may_include_root","infinitive.plural present.singular 2p present.singular present 1p","Verb",16,43,-32.6903349096,44,1,68,0.68,2,0.0392,2,2e-04,775024,45862,3439,5,"0"
27,"W",40,"M",19937,693,"aside",2,"W",1,1,596,714,11,1258720669,719000,737,737,437,37,596,1,1.8,5,2,"complex.conversion","positive.singular","Adverb.Noun",752,760,-7078.93383697,3,2,3613,36.13,1067,20.9216,877,0.1046,668345,27101,1969,1,"0"
27,"W",40,"M",19992,2059,"blubber",1,"N",0,1,NA,573,10,1258720764,484000,792,792,492,92,700,1,1.85,7,2,"conversion.may_include_root","infinitive.plural present.singular.singular 2p present.singular present 1p","Noun.Verb",9,27,-12.3058561737,45,2,43,0.43,41,0.8039,33,0.0039,615407,33186,5825,2,"0"
27,"W",40,"M",19805,6177,"daunting",1,"N",0,1,NA,430,11,1258720444,0,605,605,305,5,547,4,1.8,8,2,"monomorphemic","present participle","Verb",55,70,-318.103789403,11,1,478,4.78,15,0.2941,15,0.0018,733609,67118,22195,4,"0"
27,"W",41,"M",20446,17901,"pleats",2,"W",1,1,1076,781,11,1258721646,47000,1246,1246,446,46,1076,3,1.75,6,1,"conversion.monomorphemic","plural.singular present 3p","Noun.Verb",11,39,-38.1465723906,13,2,154,1.54,12,0.2353,12,0.0014,691663,60723,5405,16,"0"
27,"W",42,"M",20925,20695,"saucepans",2,"W",1,1,623,876,11,1258729826,594000,1725,225,425,25,623,0,3.6,9,2,"complex","plural","Noun",43,208,-233.485505838,2,1,111,1.11,1,0.0196,1,1e-04,838409,60516,4896,19,"0"
27,"W",42,"M",21144,17781,"plainer",2,"W",1,1,891,804,232,1258730222,609000,1944,444,144,44,891,2,1.9,7,2,"monomorphemic","comparative","Adjective",17,527,-69.7942301159,3,1,47,0.47,4,0.0784,4,5e-04,745306,62054,8716,16,"0"
27,"W",42,"M",20969,13941,"lily",2,"W",1,1,666,488,10,1258729905,422000,1769,269,469,69,666,5,1.75,4,2,"monomorphemic","singular","Noun",120,206,-828.895876724,2,1,1603,16.03,94,1.8431,65,0.0077,515219,23715,4422,12,"0"
27,"W",43,"M",21358,7689,"eden",2,"W",1,1,597,798,181,1258730618,94000,2158,658,358,58,597,3,1.8,4,2,"irrelevant","singular","Noun",127,127,-887.628825721,1,1,649,6.49,1,0.0196,1,1e-04,621116,33672,1533,5,"0"
27,"W",44,"M",21737,20053,"riffs",2,"W",1,1,549,665,192,1258731373,734000,2537,1037,237,37,549,5,1.7,5,1,"monomorphemic","plural","Noun",3,5,-5.52642908396,2,1,48,0.48,5,0.098,5,6e-04,574051,41468,995,18,"0"
27,"W",45,"M",22618,8065,"etcher",1,"N",0,1,NA,631,194,1258733031,812000,3418,1918,118,18,564,2,1.8,6,2,"complex","singular","Noun",1,1,-0.877443751082,2,1,5,0.05,2,0.0392,1,1e-04,693447,35442,6901,5,"0"
27,"W",45,"M",22496,28523,"wrung",2,"W",1,1,749,591,192,1258732806,875000,3296,1796,496,96,749,2,1.85,5,1,"monomorphemic","past participle.plural past.singular 2p past.singular past 1p.singular past 3p","Verb",45,120,-143.10804725,55,1,104,1.04,14,0.2745,14,0.0017,532736,27921,7273,23,"0"
27,"W",45,"M",22668,9855,"gained",2,"W",1,1,517,666,11,1258733115,922000,3468,1968,168,68,517,2,1.9,6,1,"monomorphemic","past participle.plural past.singular 2p past.singular past 1p.singular past 3p","Verb",575,1567,-3936.22822926,55,1,3696,36.96,264,5.1765,238,0.0284,681703,50926,10486,7,"0"
27,"W",45,"M",22575,6431,"denote",2,"W",1,1,643,696,244,1258732950,5e+05,3375,1875,75,75,643,1,1.85,6,2,"complex","infinitive.plural present.singular 2p present.singular present 1p","Verb",28,58,-79.137596003,44,1,275,2.75,4,0.0784,4,5e-04,729180,41100,4122,4,"0"
27,"W",45,"M",22463,7227,"drawer",2,"W",1,1,692,798,11,1258732748,156000,3263,1763,463,63,692,1,1.9,6,2,"complex","singular","Noun",272,427,-2199.82480186,2,1,956,9.56,654,12.8235,456,0.0544,655816,35570,5479,4,"0"
27,"W",46,"GC2",23194,4391,"cleanse",2,"W",1,1,590,525,11,1258978709,375625,494,494,194,94,590,0,1.8,7,1,"monomorphemic","infinitive.plural present.singular 2p present.singular present 1p","Verb",20,59,-47.0669981872,44,1,112,1.12,62,1.2157,52,0.0062,787035,47240,3547,3,"0"
27,"W",46,"GC2",22875,13947,"limelight",2,"W",1,0,859,855,227,1258978142,390625,175,175,375,75,859,0,3.4,9,2,"complex","singular","Noun",31,31,-153.780011193,1,1,217,2.17,29,0.5686,27,0.0032,773410,36513,4356,12,"0"
27,"W",48,"GC2",23867,22745,"snowplough",2,"W",1,0,1078,800,11,1258980023,453625,1167,1167,367,67,1078,0,4.6,10,2,"complex","singular","Noun",1,2,-0.877443751082,2,1,5,0.05,0,0,0,0,735046,31615,2193,19,"0"
27,"W",48,"GC2",24010,4591,"clunked",1,"N",0,1,NA,1087,144,1258980302,843625,1310,1310,10,10,633,5,1.75,7,1,"monomorphemic","past participle.plural past.singular 2p past.singular past 1p.singular past 3p","Verb",0,5,2.32192809489,55,1,9,0.09,3,0.0588,3,4e-04,641261,37232,8516,3,"0"
27,"W",48,"GC2",24058,12037,"hornbill",1,"N",0,1,NA,539,11,1258980389,156625,1358,1358,58,58,811,0,3.3,8,2,"complex","singular","Noun",2,4,-2.85224898312,2,1,12,0.12,0,0,0,0,702615,24681,2982,8,"0"
27,"W",49,"GC2",24696,16907,"pampers",2,"W",1,1,602,722,164,1259248942,15875,496,496,196,96,602,4,1.7,7,2,"monomorphemic","singular present 3p","Verb",1,40,-0.877443751082,11,1,37,0.37,3,0.0588,3,4e-04,695894,63749,9655,16,"0"
27,"W",49,"GC2",24276,25337,"thanking",2,"W",1,1,464,511,10,1259248167,218875,76,76,276,76,464,1,1.95,8,2,"monomorphemic","present participle","Verb",47,2063,-261.211459437,11,1,228,2.28,149,2.9216,141,0.0168,701781,60173,20557,20,"0"
27,"W",49,"GC2",24324,27629,"washing",2,"W",1,0,454,1285,163,1259248257,983875,124,124,324,24,454,9,1.5,7,2,"conversion.monomorphemic","present participle.singular","Noun.Verb",626,1801,-5339.20633058,12,2,2651,26.51,414,8.1176,341,0.0407,659161,53832,20626,23,"0"
